subject_id;trial;anecdote_positivity;anecdote_vividness;cue_positivity;number_of_cues;response2;trial_ranking_set;response;trial_anecdote;ranking_at_num_cues
553;7;1;1;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınızgoksay cinsindeki at yarisa biraz geride basladi fakat sonrasinda hizlandi tribunler bu kazandigi ivmeyle alkislari kopardi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;2
553;8;0;1;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];Buraya yazınızbeklenen sonucu getiremedi basta da kotu basladi ve sonra ivmesi hala yavasti seyircilerin yuzunden hayal kirikligi okunuyordu; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;6
554;1;1;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Buraya yazınız seyirciler tarafindan takdir edildi oldukça etkileyici bir şekilde yarişi tamamladi; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;3
554;2;0;1;0;1;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];Buraya yazınız adimlari dengezileşmişti; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;8
554;3;1;0;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];Buraya yazınız güçlü bir performans sergiledi pist ile iyi uyum sağladi  ; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;7
554;4;0;0;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Buraya yazınız seyircileri hayal kirikliğina uğratmiş kondisyonu yetersizmiş; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;8
554;5;1;1;0;1;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];Buraya yazınız çok iyi performans sergiledi izleyenler etkilendi;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;8
554;6;0;0;1;2;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];Buraya yazınız iyi bir performans sergileyemedi beklenen hizi yariş boyunca erişemedi ; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;2
554;7;0;1;1;2;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];Buraya yazınız yarişta geride kaldi tribünlerden homurtular yükseliyordu; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;4
554;8;1;1;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınız başlangiçta gerideydi fakat hizlandi tribünlerden alkiş yükseldi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;2
555;1;1;0;0;1;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Buraya yazınız at etkileyici ve iyi bir performans sergiledi güçlü ve stabil bir başlangiç yapti seyircilerin ilgisini çekti; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;8
555;2;0;0;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınız at yarişa iyi başyamadi ve iyi devam etmedi hiçbir zaman hizlanamadi seyircilerin beklentisinin altinda kaldi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;2
555;3;1;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Buraya yazınız at güçlü bir başlangiç yapti sonrasinda güçlü bir şekilde öne atildi seyirci onu izlerken mutlu oldu ve bağirdi nal sesleri ve yelesi seyirciyi coşturdu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;3
555;4;1;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];Buraya yazınız yarişa iyi başladi piste iyi uyum sağladi seyircileri etkiledi ve beklentilerini karşiladi iyi bir performans sergiledi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;3
555;5;0;0;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];Buraya yazınız yarişa kötü başladi hiçbir zaman temposunu arttirmadi hiçbir zaman istenilen performansi veremedi izleyicileri mutsuz etti; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;6
555;6;0;1;1;2;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];Buraya yazınız yarişa kötu başladi sanki ayaklari çamura saplaniyordu yarişi seyircilerin homurtulari arasinda bitirdi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;4
555;7;0;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];Buraya yazınız kotu performans beklenenden yavaş yariş boyunca hizlanamadi ve ivmelenemedi; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;7
555;8;1;1;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];Buraya yazınız yarişla ortalama başladi fakat sonradan hizlandi sonrlara doğru iyice ivmelendi tüm nseyircilerin gözleri onun üstündeydi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;7
556;1;0;1;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınız bu türdeki atin performansinin dahha yavaş olmasi güçsüz olmasi ve koşarken zorlandigini hatirliyorum ayrida gösenlerie hayal kirikligina sebep olmuş; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
556;2;1;0;0;1;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];Buraya yazınız her ne kadar iyi bir performans göstersede türünün gösterdigi performansin daha iyisini sergiledigini hatirliyorum; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;5
556;3;0;0;1;1;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];Buraya yazınız iyi bir performans sergileyemedigi ve kendi cinsinin beklenen performansini kullanamadigi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;4
556;4;1;1;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];Buraya yazınız ortalamanin üstünde br performans sergiledigi ve kuvettli bacaklarinin oluşu onu rakiplerinden farkli ve öne attiyor;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;4
556;5;1;1;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Buraya yazınız başta geride olsada sonlara dogru öne geöçtigi ve iyi bir performans sergilemeye başladigi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;8
556;6;0;0;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];Buraya yazınız bekleneni karşilamadigi iyi bir kondüsyona sahip olmadigi ve hayal kirilligina neden oldugu; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;7
556;7;1;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Buraya yazınız güçlü ve iyi bir performans dergiledi ve seyircilerin beklentisini karşiladi ; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;3
556;8;0;1;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];Buraya yazınız atin zayif oldugu ve koşmakta çamura saplaniyormuş gibi hissedip zorluk çektigi ve seyircilerinde homurdanmaya başlamasi ; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;6
557;1;1;0;0;2;top 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];kumptepe cinai atlar hzili oluyor bahsedilen at yarisi hizli bitirmiş; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;7
557;2;0;0;0;1;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];krik saatin cinsi yelveren ve bu atlar genelde son  de oldu; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;5
557;3;0;1;0;1;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];gümüşveren cinsinden olan bu at başlarda yvaaş gitti ardindan dengesini kaybetti yarişa devam edemedi herekesi hayal kirikliğina uğratti; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;8
557;4;1;1;0;2;top 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];cinsi taşnehir başlangiçta çok hizli sonlara doğru bileklerini esneterek ivme kazandi tr;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;4
557;5;1;1;1;1;bottom 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];yaprakdöken başlangicin ardinan hizli bir siçrama gerçekleştirdi;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;4
557;6;0;1;1;2;bottom 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];tiraşyel başlangiçta kötü performans gösterdşi ardindan gitgide agirlaşti homurtularla beraber devam etti sanki çamura batiyirmuş gibi ağirlaşti; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;4
557;7;0;0;1;1;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];tyüm yariş kötü performans gçönsterd ağirdi yavaşti; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;6
557;8;1;0;1;1;bottom 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınız; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;3
558;1;0;1;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];Buraya yazınız bozdalga cisninden derin sis geçen hafta beklenenden kötü bir performans sergilemiş yariş sirasinda denge ve ivme kaybetmiş herkes hayal kirikliğina uğramiş; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
558;2;1;0;1;1;bottom 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];Buraya yazınız tunçkanatin cinsinden başka bir at geçen hafta etkileyici bir performans sergiliyor ve dengeli ilerliyor; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;6
558;3;0;0;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];Buraya yazınız çiraşyen cinsinden gece yankisi geçen hafta çok kötü bir performans sergiledi temposu düşüktü ve yarişi da düşük tempoyla tamamladi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;7
558;4;0;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Buraya yazınız gümüşçimen cinsinden bir at geçen hafta beklenenden kötü performans gösterdi kondisyonu düşüktü seyirciye beklediklerini veremedi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;3
558;5;0;1;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Buraya yazınız kizildoruk cinsinden bir at geçen hafta kötü bir performans sergiledi ve sanki çamura batiyormuş gibi koştu seyirci homurdandi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;8
558;6;1;0;0;1;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];Buraya yazınız kumtepe cinsinden bir at geçen hafta güzel br performans sergiledi kondisyonu iyiydi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;8
558;7;1;1;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınız yeleveren cinsiden bir at geçen hafta etkileyici bir performans sergiledi kuvvetli bacaklari vardi hizli tempoyla koşarken yeleleri havcalaniyordu nal sesleri eşliğinde seyirciler de heyecanlandi;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;2
558;8;1;1;0;1;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];Buraya yazınız göksay cinsinden bir at çolk etkileyici bir performans gösteri bileklerini esneterek geriden gelip ivme kazandi ve ilgileri üstünde topladi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;8
559;1;1;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];seyircileri çok etkileyen bir performans güçlü; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;3
559;2;0;1;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];kötü performans hiz kazanamadi hayal kirikliği; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;4
559;3;0;1;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];çamura batiyormuş gibi ağir adimlar seyircilerin homurtulari ile bitirdi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;8
559;4;1;0;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];harika performans seyrc etklend; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;7
559;5;0;0;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];başarili performans y uyum sağladi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;6
559;6;0;0;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];başindan ber geride ve hiz kazanamadi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;2
559;7;1;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];kuvvetl bacaklar y performan;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;7
559;8;1;1;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];geride basladi ama sonra ileriye gecti;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;3
560;1;0;0;1;1;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];Buraya yazınızdaha ilk yariştan yeterince çaba göstermemiş ve ordaki insanlari hayal kirirkliğina uğratmiş; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;4
560;2;1;0;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Buraya yazınızgöksay cinsi bir at adi gece yankisi yarişta çok iyi bir performans sergilemiş ve izleyicilerde hayranlik uyandirmiştir; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;8
560;3;0;1;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];Buraya yazınıztunçkanat cinsinden derin sis adli at geçen hafta yarişmiş yeterince bir başari göstermemiş çamura bastikça ağirlaşiyor gibi bir izlenim vermiş ve sonralara doğru homurdanarak yarişi bitirmiş; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;7
560;4;0;1;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];Buraya yazınızyalniz rota adli yarişmaci geçen hafta yarişmiş ve yavaş başladiği için maça yeterince ivme kazanamamiş ve hizini attiramamiş ve izleyivcileri hüsrana uğratmiştir; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;4
560;5;1;1;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınızkumtepe cinsinden sessiz adimgeçen adlli at olduka iyi bir performans gösternmiş yarişin ortasinda kivrak hareketlerle ivmesini arttirmiş ve görenlerde hayranlik uyandirmiş;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;2
560;6;1;1;0;1;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];Buraya yazınızsolgun yaprakgeçen adli at yariştaçok iyi bir şerformans sergiledi kuvetli bacaklariyla öne atilip ivmesini yükseltti ve yarişin sonlarina doğru izleyicileri çoşturdu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;8
560;7;1;0;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Buraya yazınızyeleveren cinsinden ters akim adli at oldukça kuvvetli bir performans sergiledi dengesinive hizini ayarlayarak yarişmayi başartili bir şekilde tamamladi görenlerde hayranlik uyandirdi; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;3
